id,playerID,year,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,note
25,abdulka01,1986,1,LAL,NBA,78,0,2441,1366,152,371,523,203,49,97,186,245,993,560,343,245,3,1,18,0,559,345,39,84,123,36,8,35,40,56,234,124,122,97,1,0,NULL
26,abdulka01,1987,1,LAL,NBA,80,0,2308,1165,118,360,478,135,48,92,159,216,903,480,269,205,1,0,24,0,718,338,49,82,131,36,15,37,46,81,304,141,71,56,2,0,NULL
27,abdulka01,1988,1,LAL,NBA,74,0,1695,748,103,231,334,74,38,85,95,196,659,313,165,122,3,0,15,0,351,167,13,46,59,19,5,11,22,43,147,68,43,31,0,0,NULL
28,abdulma01,1964,1,LAL,NBA,66,0,919,280,0,0,111,140,0,0,0,132,306,117,71,46,0,0,7,0,118,53,0,0,18,30,0,0,0,18,57,19,20,15,0,0,NULL
29,abdulma01,1965,1,LAL,NBA,80,0,2198,1098,0,0,219,393,0,0,0,224,1003,458,257,182,0,0,14,0,340,166,0,0,41,44,0,0,0,40,142,70,42,26,0,0,NULL
30,abdulma01,1966,1,LAL,NBA,79,0,1642,731,0,0,231,323,0,0,0,203,706,301,177,129,0,0,3,0,86,20,0,0,8,16,0,0,0,11,25,6,10,8,0,0,NULL
31,abdulma01,1967,1,SEA,NBA,79,0,2666,1894,0,0,332,493,0,0,0,246,1662,733,553,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
32,abdulma01,1968,1,ATL,NBA,80,0,2420,898,0,0,266,474,0,0,0,264,869,345,294,208,0,0,11,0,360,154,0,0,33,43,0,0,0,38,135,53,61,48,0,0,NULL
33,abdulma01,1969,1,ATL,NBA,82,0,2757,1253,0,0,329,561,0,0,0,264,1056,493,330,267,0,0,7,0,255,150,0,0,24,54,0,0,0,23,130,65,32,20,0,0,NULL
34,abdulma01,1970,1,ATL,NBA,82,0,2877,1349,0,0,300,514,0,0,0,276,1126,517,415,315,0,0,5,0,202,70,0,0,25,27,0,0,0,22,76,25,25,20,0,0,NULL
35,abdulma01,1971,1,BUF,NBA,72,0,2389,1137,0,0,213,406,0,0,0,230,998,450,303,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
36,abdulma01,1972,1,BUF,NBA,9,0,134,53,0,0,10,17,0,0,0,19,60,25,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
37,abdulma01,1972,2,GSW,NBA,46,0,629,208,0,0,78,112,0,0,0,91,196,82,51,44,0,0,11,0,215,72,0,0,20,28,0,0,0,24,84,30,12,12,0,0,NULL
38,abdulma01,1973,1,SEA,NBA,49,0,571,186,18,39,57,122,26,6,0,78,180,76,45,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
39,abdulma02,1990,1,DEN,NBA,67,0,1505,942,34,87,121,206,55,4,110,149,1009,417,98,84,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
40,abdulma02,1991,1,DEN,NBA,81,0,1538,837,22,92,114,192,44,4,117,130,845,356,108,94,94,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
41,abdulma02,1992,1,DEN,NBA,81,0,2710,1553,51,174,225,344,84,8,187,179,1407,633,232,217,197,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
42,abdulma02,1993,1,DEN,NBA,80,0,2617,1437,27,141,168,362,82,10,151,150,1279,588,229,219,133,42,12,0,339,155,3,15,18,30,5,1,14,29,154,57,31,29,37,12,NULL
43,abdulma02,1994,1,DEN,NBA,73,0,2082,1165,32,105,137,263,77,9,119,126,1005,472,156,138,215,83,3,0,76,40,2,3,5,5,2,0,8,8,33,12,14,14,12,2,NULL
44,abdulma02,1995,1,DEN,NBA,57,0,2029,1095,26,112,138,389,64,3,115,117,955,414,157,146,309,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
45,abdulma02,1996,1,SAC,NBA,75,0,2131,1031,16,106,122,189,56,6,119,174,924,411,136,115,246,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
46,abdulma02,1997,1,SAC,NBA,31,0,530,227,6,31,37,58,16,1,19,31,273,103,16,16,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
47,abdulma02,2000,1,VAN,NBA,41,0,486,266,5,20,25,76,9,1,26,50,246,120,29,22,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
48,abdulta01,1997,1,SAC,NBA,59,0,959,376,44,72,116,51,35,13,65,81,357,144,125,84,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
49,abdulta01,1998,1,SAC,NBA,49,0,1205,454,72,114,186,50,50,16,70,121,407,177,136,94,21,6,5,0,99,43,6,13,19,4,4,4,3,8,33,15,16,13,1,0,NULL
50,abdulta01,1999,1,ORL,NBA,46,0,1205,563,77,162,239,72,53,16,87,116,515,223,151,115,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
51,abdulta01,1999,2,DEN,NBA,15,0,373,134,24,28,52,26,6,12,19,31,131,51,42,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
52,abdulta01,2000,1,DEN,NBA,29,0,420,111,14,45,59,22,14,13,34,54,111,43,36,21,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
53,abdulta01,2001,1,DEN,NBA,20,0,417,135,39,39,78,22,18,9,24,51,145,55,32,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
54,abdulta01,2001,2,DAL,NBA,4,0,24,0,2,4,6,2,2,1,3,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
55,abdulta01,2002,1,DAL,NBA,14,0,204,57,14,26,40,21,6,3,7,26,58,27,6,3,1,0,8,0,79,25,11,11,22,7,0,0,1,6,30,9,8,7,2,0,NULL
56,abdulza01,1968,1,CIN,NBA,20,0,108,38,0,0,31,4,0,0,0,17,43,18,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
57,abdulza01,1968,2,MIL,NBA,29,0,837,320,0,0,378,33,0,0,0,98,347,126,106,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
58,abdulza01,1969,1,MIL,NBA,80,0,1637,593,0,0,603,62,0,0,0,167,546,237,185,119,0,0,7,0,82,30,0,0,26,4,0,0,0,5,19,11,10,8,0,0,NULL
59,abdulza01,1970,1,SEA,NBA,61,0,1276,665,0,0,468,42,0,0,0,118,597,263,188,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
60,abdulza01,1971,1,SEA,NBA,58,0,1780,798,0,0,654,124,0,0,0,178,751,322,214,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
61,abdulza01,1972,1,HOU,NBA,48,0,900,417,0,0,304,53,0,0,0,108,375,149,162,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
62,abdulza01,1973,1,HOU,NBA,79,0,2459,865,259,664,923,166,80,104,0,227,732,336,240,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
63,abdulza01,1974,1,HOU,NBA,65,0,1450,629,154,334,488,84,37,74,0,128,538,235,203,159,0,0,6,0,68,26,7,10,17,3,1,3,0,5,31,12,5,2,0,0,NULL
64,abdulza01,1975,1,SEA,NBA,27,0,223,86,30,46,76,16,8,15,0,29,75,35,29,16,0,0,5,0,60,36,4,17,21,2,0,5,0,2,20,14,11,8,0,0,NULL
65,abdulza01,1976,1,BUF,NBA,22,0,195,83,41,49,90,7,3,9,0,21,74,25,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
66,abdulza01,1977,1,BOS,NBA,2,0,24,8,6,9,15,3,1,1,3,4,13,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
67,abdulza01,1977,2,HOU,NBA,14,0,134,55,13,22,35,7,2,2,11,25,47,20,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
68,abdursh01,1996,1,VAN,NBA,80,0,2802,1494,216,339,555,175,79,79,225,199,1214,550,519,387,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
69,abdursh01,1997,1,VAN,NBA,82,0,2950,1829,227,354,581,213,89,76,257,201,1347,653,640,502,51,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
70,abdursh01,1998,1,VAN,NBA,50,0,2021,1152,114,260,374,172,69,55,186,137,893,386,439,369,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
71,abdursh01,1999,1,VAN,NBA,82,0,3223,1663,218,607,825,271,89,87,249,244,1277,594,551,446,96,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
72,abdursh01,2000,1,VAN,NBA,81,0,3241,1663,175,560,735,250,90,77,231,238,1280,604,531,443,64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
73,abdursh01,2001,1,ATL,NBA,77,0,2980,1636,198,498,696,239,98,81,250,214,1297,598,523,419,70,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
74,abdursh01,2002,1,ATL,NBA,81,0,3083,1608,175,502,677,242,87,38,210,240,1183,566,541,455,60,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
75,abdursh01,2003,1,ATL,NBA,53,0,1956,1065,141,354,495,127,44,19,131,147,790,383,334,294,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
76,abdursh01,2003,2,POR,NBA,32,0,728,319,48,96,144,47,24,18,53,75,264,118,95,79,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
77,abdursh01,2004,1,POR,NBA,54,0,1867,909,123,269,392,111,49,26,117,150,670,337,254,220,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
78,abdursh01,2005,1,SAC,NBA,72,0,1961,887,106,251,357,149,48,42,108,227,632,332,278,218,22,5,6,0,129,55,8,21,29,7,2,0,13,27,43,23,15,9,3,0,NULL
79,abdursh01,2006,1,SAC,NBA,80,0,2015,793,122,276,398,109,53,40,116,243,654,310,234,170,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
80,abdursh01,2007,1,SAC,NBA,6,0,51,10,6,4,10,4,1,0,1,9,14,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
81,abernto01,1976,1,LAL,NBA,70,0,1378,439,113,178,291,98,49,10,0,118,349,169,134,101,0,0,11,0,214,64,12,28,40,22,7,2,0,16,50,21,27,22,0,0,NULL
82,abernto01,1977,1,LAL,NBA,73,0,1317,493,105,160,265,101,55,22,50,122,404,201,111,91,0,0,2,0,12,4,2,0,2,1,0,0,0,2,4,1,2,2,0,0,NULL
83,abernto01,1978,1,GSW,NBA,70,0,1219,422,74,142,216,79,39,13,32,133,342,176,94,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
84,abernto01,1979,1,GSW,NBA,67,0,1222,362,62,129,191,87,35,12,39,118,318,153,82,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
85,abernto01,1980,1,GSW,NBA,10,0,39,4,1,7,8,1,1,0,2,5,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
86,abernto01,1980,2,IND,NBA,29,0,259,59,19,21,40,18,6,3,6,29,56,24,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
87,ablefo01,1956,1,SYR,NBA,1,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
88,abramjo01,1946,1,PIT,NBA,47,0,0,527,0,0,0,35,0,0,0,161,834,202,178,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
89,abramjo01,1947,0,SYR,NBL,35,0,0,186,0,0,0,0,0,0,0,96,0,72,54,42,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,5,3,2,0,0,NULL
90,abramjo01,1947,1,STB,NBA,4,0,0,4,0,0,0,1,0,0,0,5,10,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
91,abramjo01,1947,2,BLB,NBA,5,0,0,2,0,0,0,1,0,0,0,5,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
92,ackeral01,2005,1,DET,NBA,5,0,35,9,1,4,5,4,1,0,4,4,16,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
93,ackeral01,2008,1,DET,NBA,7,0,20,9,0,2,2,1,2,1,0,0,11,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
94,ackeral01,2008,2,LAC,NBA,18,0,179,63,8,14,22,11,3,3,7,9,65,26,8,4,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
95,ackerdo01,1953,1,NYK,NBA,28,0,220,43,0,0,15,23,0,0,0,43,63,14,28,15,0,0,4,0,20,2,0,0,4,1,0,0,0,7,3,1,0,0,0,0,NULL
96,acresma01,1987,1,BOS,NBA,79,0,1151,287,105,165,270,42,29,27,54,198,203,108,111,71,0,0,17,0,158,37,14,22,36,2,1,1,6,33,26,14,18,9,1,0,NULL
97,acresma01,1988,1,BOS,NBA,62,0,632,137,59,87,146,19,19,6,23,94,114,55,48,26,1,1,2,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,NULL
98,acresma01,1989,1,ORL,NBA,80,0,1691,362,154,277,431,67,36,25,70,248,285,138,120,83,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
99,acresma01,1990,1,ORL,NBA,68,0,1313,285,140,219,359,25,25,25,42,218,214,109,101,66,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
100,acresma01,1991,1,ORL,NBA,68,0,926,208,97,155,252,22,25,15,33,140,151,78,67,51,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
101,acresma01,1992,1,HOU,NBA,6,0,23,6,2,4,6,0,0,0,2,2,9,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
102,acresma01,1992,2,WSB,NBA,12,0,246,58,24,37,61,5,3,6,11,32,40,24,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
103,actonbu01,1967,1,SDR,NBA,23,0,195,77,0,0,47,11,0,0,0,35,74,29,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
104,adamsal01,1975,1,PHO,NBA,80,0,2656,1519,215,512,727,450,121,116,0,274,1341,629,355,261,0,0,19,0,668,341,54,137,191,98,24,20,0,60,303,137,82,67,0,0,NULL
105,adamsal01,1976,1,PHO,NBA,72,0,2278,1296,180,472,652,322,95,87,0,260,1102,522,334,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
106,adamsal01,1977,1,PHO,NBA,70,0,1914,1082,158,407,565,225,86,63,234,242,895,434,293,214,0,0,2,0,71,32,8,8,16,4,2,1,9,8,33,15,2,2,0,0,NULL
107,adamsal01,1978,1,PHO,NBA,77,0,2364,1369,220,485,705,360,110,63,279,246,1073,569,289,231,0,0,12,0,372,154,25,65,90,53,11,12,36,41,139,66,31,22,0,0,NULL
108,adamsal01,1979,1,PHO,NBA,75,0,2168,1118,158,451,609,322,108,55,218,237,875,465,236,188,2,0,8,0,251,129,18,59,77,46,7,10,24,24,99,56,19,17,0,0,NULL
109,adamsal01,1980,1,PHO,NBA,75,0,2054,1115,157,389,546,344,106,69,226,226,870,458,259,199,0,0,7,0,218,74,11,30,41,26,4,1,19,20,60,27,28,20,0,0,NULL
110,adamsal01,1981,1,PHO,NBA,79,0,2393,1196,138,448,586,356,114,78,196,269,1027,507,233,182,1,0,7,0,233,118,19,32,51,26,14,10,21,22,92,48,28,22,0,0,NULL
111,adamsal01,1982,1,PHO,NBA,80,0,2447,1135,161,387,548,376,114,74,242,287,981,477,217,180,3,1,3,0,84,35,3,15,18,14,2,5,5,15,32,15,7,5,0,0,NULL
112,adamsal01,1983,1,PHO,NBA,70,0,1452,670,118,201,319,219,73,32,117,195,582,269,160,132,4,0,17,0,312,142,27,60,87,42,17,11,34,53,126,53,53,36,0,0,NULL
113,adamsal01,1984,1,PHO,NBA,82,0,2136,1202,153,347,500,308,115,48,197,254,915,476,283,250,0,0,3,0,79,51,4,13,17,11,7,1,6,8,46,23,6,5,0,0,NULL
114,adamsal01,1985,1,PHO,NBA,78,0,2005,841,148,329,477,324,103,46,206,272,679,341,203,159,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
115,adamsal01,1986,1,PHO,NBA,68,0,1690,756,91,247,338,223,62,37,139,207,618,311,170,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
116,adamsal01,1987,1,PHO,NBA,82,0,1646,611,118,247,365,183,82,41,140,245,506,251,128,108,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
117,adamsdo01,1970,1,SDR,NBA,82,0,2374,937,0,0,581,173,0,0,0,344,957,391,212,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
118,adamsdo01,1971,1,HOU,NBA,3,0,41,13,0,0,8,3,0,0,0,7,19,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
119,adamsdo01,1971,2,ATL,NBA,70,0,2030,818,0,0,494,137,0,0,0,259,779,307,273,204,0,0,6,0,188,56,0,0,38,12,0,0,0,25,56,20,23,16,0,0,NULL
120,adamsdo01,1972,1,ATL,NBA,4,0,76,23,0,0,22,5,0,0,0,11,38,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
121,adamsdo01,1972,2,DET,NBA,70,0,1798,652,0,0,419,112,0,0,0,220,640,257,176,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
122,adamsdo01,1973,1,DET,NBA,74,0,2298,759,133,315,448,141,110,12,0,242,742,303,201,153,0,0,7,0,256,64,17,34,51,20,6,1,0,26,73,28,14,8,0,0,NULL
123,adamsdo01,1974,1,DET,NBA,51,0,1376,299,63,181,244,75,69,20,0,179,315,127,78,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
124,adamsdo01,1974,2,SSL,ABA,16,0,342,101,21,47,68,54,13,2,27,38,98,42,22,17,1,0,10,0,301,90,12,35,47,46,17,11,28,32,82,35,28,20,0,0,NULL
125,adamsdo01,1975,1,SSL,ABA,20,0,725,261,44,72,116,88,38,7,52,80,251,99,83,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
126,adamsdo01,1975,2,BUF,NBA,56,0,704,174,38,107,145,73,30,7,0,128,170,67,57,40,0,0,9,0,122,36,8,19,27,13,2,0,0,23,36,15,7,6,0,0,NULL
127,adamsdo01,1976,1,BUF,NBA,77,0,1710,561,130,241,371,150,74,16,0,201,526,216,173,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
128,adamsge01,1972,1,SDA,ABA,60,0,865,373,75,130,205,64,0,0,67,97,312,153,83,65,7,2,3,0,23,8,3,3,6,3,0,0,2,1,8,4,0,0,0,0,NULL
129,adamsge01,1973,1,SDA,ABA,80,0,1433,585,124,217,341,127,44,23,119,111,506,253,103,78,7,1,6,0,161,72,13,15,28,12,4,4,14,13,58,30,16,12,0,0,NULL
130,adamsge01,1974,1,SDA,ABA,75,0,1605,694,114,213,327,126,44,36,106,164,622,310,86,73,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
131,adamsha01,2006,1,NJN,NBA,60,0,495,174,35,42,77,13,17,4,22,47,135,75,36,24,1,0,6,0,10,2,0,1,1,0,0,0,0,3,2,1,0,0,0,0,NULL
132,adamsha01,2008,1,TOR,NBA,12,0,52,11,1,6,7,1,1,1,4,4,13,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
133,adamsja01,1961,1,WNY,ABL1,82,0,2316,1123,0,0,456,160,0,0,0,260,747,321,562,469,34,12,3,0,86,42,0,0,18,6,0,0,0,14,28,10,26,22,2,0,C
134,adamsja01,1961,2,CLP,ABL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
135,adamsmi01,1985,1,SAC,NBA,18,0,139,40,2,4,6,22,9,1,11,9,44,16,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
136,adamsmi01,1986,1,WSB,NBA,63,0,1303,453,38,85,123,244,85,6,81,88,393,160,124,105,102,28,3,0,82,19,0,7,7,10,7,0,5,6,25,8,3,1,9,2,NULL
137,adamsmi01,1987,1,DEN,NBA,82,0,2778,1137,40,183,223,503,168,16,144,138,927,416,199,166,379,139,11,0,406,147,9,27,36,64,18,2,23,19,130,47,41,36,54,17,NULL
