iter	Logloss
167	0.03818979788
168	0.03806546316
169	0.03798121131
170	0.03769042829
171	0.03761607183
172	0.03739629093
173	0.03718567542
174	0.0369497688
175	0.03672162353
176	0.03646254335
177	0.03636226466
178	0.03608656991
179	0.03594201955
180	0.03583889666
181	0.03564201793
182	0.0354097357
183	0.03520988043
184	0.03502109684
185	0.03489148319
186	0.03468615572
187	0.03441405667
188	0.03435206341
189	0.03419646445
190	0.03402967802
191	0.03384879311
192	0.03371471446
193	0.03354270796
194	0.03343393013
195	0.03329750181
196	0.03319520572
197	0.03287449846
198	0.0327567823
199	0.03266132909
200	0.03260847953
201	0.03230533579
202	0.03217546793
203	0.03207848823
204	0.03192765238
205	0.03181604688
206	0.03175136931
207	0.03170831808
208	0.03163242846
209	0.03155153247
210	0.03145475114
211	0.03127351525
212	0.03118054104
213	0.03107905641
214	0.0310143687
215	0.03084914362
216	0.0306301634
217	0.03049797815
218	0.03033241472
219	0.03021077566
220	0.03016363637
221	0.0300934674
222	0.02998594082
223	0.02980258868
224	0.02962680267
225	0.02950072653
226	0.02940227583
227	0.02935196892
228	0.02920313386
229	0.02917108286
230	0.02908652493
231	0.02902045809
232	0.02893892588
233	0.028782373
234	0.02862144749
235	0.02855830189
236	0.02850356965
237	0.02830202178
238	0.02823016588
239	0.02818379945
240	0.02813440551
241	0.02794907785
242	0.02787187801
243	0.02779443207
244	0.02758263226
245	0.02749121116
246	0.02741271228
247	0.02731008923
248	0.0272654854
249	0.02716733752
250	0.02712113592
251	0.02696689068
252	0.02675974022
253	0.02672785248
254	0.02667349879
255	0.02661020023
256	0.02654073812
257	0.02651165364
258	0.02640122549
259	0.02637867881
260	0.0262717144
261	0.02609987363
262	0.02605708661
263	0.02602904229
264	0.02598225595
265	0.02591947854
266	0.02586049346
267	0.02579987455
268	0.02572420739
269	0.02561936608
270	0.02556272004
271	0.02550669122
272	0.02541305836
273	0.02530225479
274	0.02523126732
275	0.02516998234
276	0.02513173313
277	0.02504920985
278	0.02497523145
279	0.02493601819
280	0.02488671051
281	0.02480413471
282	0.02469757843
283	0.02462989777
284	0.02458856479
285	0.02448628219
286	0.0244536969
287	0.02428543929
288	0.02421430742
289	0.02413430329
290	0.02407274163
291	0.02400944644
292	0.02398050429
293	0.02392116762
294	0.0238791636
295	0.02382023103
296	0.02375215652
297	0.02371184825
298	0.02366053281
299	0.02362337689
300	0.02360411045
301	0.02357978911
302	0.02352310399
303	0.02345021534
304	0.02338634519
305	0.02336225962
306	0.02331297303
307	0.02327821949
308	0.02325611271
309	0.02322137304
310	0.02318512004
311	0.02310062914
312	0.02304766945
313	0.02299768117
314	0.02294213796
315	0.02289864809
316	0.02286881692
317	0.02282145684
318	0.02277079794
319	0.02275221189
320	0.022659573
321	0.02259135054
322	0.02254604392
323	0.02245372345
324	0.02238362341
325	0.02234718819
326	0.02231037735
327	0.02225373106
328	0.02222863157
329	0.02212517289
330	0.02210921671
331	0.02208265719
332	0.02206556722
333	0.02199152363
334	0.02196964026
335	0.02194776874
336	0.02188871185
337	0.02187176705
338	0.02185034215
339	0.02178806063
340	0.02175346594
341	0.02171252654
342	0.02168494735
343	0.02165442714
344	0.02163884392
345	0.02160789217
346	0.0215863032
347	0.02153924699
348	0.02151095294
349	0.02143092581
350	0.02138926528
351	0.02137251418
352	0.02132773749
353	0.02131282834
354	0.02126102285
355	0.02120721107
356	0.02118385908
357	0.02114163719
358	0.02111420388
359	0.02108071021
360	0.02103527685
361	0.02101357444
362	0.02098155433
363	0.02092293928
364	0.02091172463
365	0.02088816231
366	0.02085763743
367	0.02083071925
368	0.02079359037
369	0.02078057572
370	0.02076912857
371	0.02075062662
372	0.02067854533
373	0.02064887651
374	0.02062261421
375	0.02056000956
376	0.02052402584
377	0.02047594769
378	0.02044933954
379	0.02040815699
380	0.02039473997
381	0.02035608078
382	0.02034534673
383	0.02029851012
384	0.02026288108
385	0.02023499305
386	0.02017111009
387	0.02012086936
388	0.02007975783
389	0.02004526946
390	0.01999829181
391	0.01997113193
392	0.01993276267
393	0.0198961075
394	0.01984530474
395	0.01979759306
396	0.01978839961
397	0.0197568118
398	0.01971254612
399	0.01969550252
400	0.01966760282
401	0.01963542675
402	0.01961604337
403	0.01956334825
404	0.01953952531
405	0.01952085401
406	0.01949077903
407	0.01946648684
408	0.01943615661
409	0.01942030489
410	0.01938743484
411	0.01936957206
412	0.01931990416
413	0.01930221029
414	0.01924313995
415	0.01922676646
416	0.01921364101
417	0.01916792347
418	0.01914028517
419	0.01912464943
420	0.0190870835
421	0.01907536375
422	0.01905616408
423	0.0190305814
424	0.01900426527
425	0.01899599052
426	0.0189655481
427	0.01894231987
428	0.0189249288
429	0.01891277726
430	0.01888270814
431	0.01887045226
432	0.01884849629
433	0.01883815903
434	0.01883107282
435	0.01877200254
436	0.01875251809
437	0.01873532941
438	0.01871661389
439	0.01869142646
440	0.01867350943
441	0.01864729828
442	0.01858202181
443	0.01855800088
444	0.01852733242
445	0.01849169737
446	0.01847734023
447	0.01844978421
448	0.01843528235
449	0.01842099479
450	0.01838798989
451	0.01837284259
452	0.0183432222
453	0.01831960643
454	0.01829815419
455	0.01827268916
456	0.01825258614
457	0.01823956878
458	0.0182124633
459	0.01819171781
460	0.01817835959
461	0.01815290621
462	0.01810797998
463	0.01807712183
464	0.01806379777
465	0.01801951755
466	0.01799197132
467	0.01796906532
468	0.01793767483
469	0.01791435865
470	0.01786665328
471	0.01784803354
472	0.01782729064
473	0.0178187745
474	0.01781224715
475	0.01779209866
476	0.01776962542
477	0.01774969291
478	0.01773209975
479	0.01770620431
480	0.01769134483
481	0.01767705947
482	0.01765693019
483	0.01761379462
484	0.01759084315
485	0.01758572801
486	0.01757493568
487	0.01756322427
488	0.01755321333
489	0.01753744164
490	0.01751071531
491	0.0175001465
492	0.01749126011
493	0.01748041472
494	0.01743061224
495	0.017421257
496	0.01740875706
497	0.01740342318
498	0.01738478519
499	0.01737943192
